,Año,Trimestre,Provincia,Mbps (Media de bajada)
717,2015,3,Santiago Del Estero,"3,91"
718,2015,3,Tierra Del Fuego,"3,48"
719,2015,3,Tucumán,"4,57"
720,2015,2,Buenos Aires,"4,46"
721,2015,2,Capital Federal,"5,31"
722,2015,2,Catamarca,"3,68"
723,2015,2,Chaco,"5,19"
724,2015,2,Chubut,"3,22"
725,2015,2,Córdoba,"4,56"
726,2015,2,Corrientes,"4,85"
727,2015,2,Entre Ríos,"4,55"
728,2015,2,Formosa,"3,76"
729,2015,2,Jujuy,"3,41"
730,2015,2,La Pampa,"2,86"
731,2015,2,La Rioja,"4,0"
732,2015,2,Mendoza,"3,5"
733,2015,2,Misiones,"5,33"
734,2015,2,Neuquén,"4,06"
735,2015,2,Río Negro,"3,67"
736,2015,2,Salta,"4,22"
737,2015,2,San Juan,"3,48"
738,2015,2,San Luis,"3,5"
739,2015,2,Santa Cruz,"3,47"
740,2015,2,Santa Fe,"4,3"
741,2015,2,Santiago Del Estero,"3,73"
742,2015,2,Tierra Del Fuego,"3,48"
743,2015,2,Tucumán,"4,31"
744,2015,1,Buenos Aires,"4,32"
745,2015,1,Capital Federal,"5,0"
746,2015,1,Catamarca,"3,48"
747,2015,1,Chaco,"4,9"
748,2015,1,Chubut,"3,21"
749,2015,1,Córdoba,"4,3"
750,2015,1,Corrientes,"4,63"
751,2015,1,Entre Ríos,"4,35"
752,2015,1,Formosa,"3,38"
753,2015,1,Jujuy,"3,24"
754,2015,1,La Pampa,"2,83"
755,2015,1,La Rioja,"3,78"
756,2015,1,Mendoza,"3,5"
757,2015,1,Misiones,"4,97"
758,2015,1,Neuquén,"3,91"
759,2015,1,Río Negro,"3,59"
760,2015,1,Salta,"4,02"
761,2015,1,San Juan,"3,48"
762,2015,1,San Luis,"3,5"
763,2015,1,Santa Cruz,"3,47"
764,2015,1,Santa Fe,"4,06"
765,2015,1,Santiago Del Estero,"3,57"
766,2015,1,Tierra Del Fuego,"3,45"
767,2015,1,Tucumán,"4,07"
768,2014,4,Buenos Aires,"4,2"
769,2014,4,Capital Federal,"4,78"
770,2014,4,Catamarca,"3,34"
771,2014,4,Chaco,"3,98"
772,2014,4,Chubut,"3,17"
773,2014,4,Córdoba,"4,09"
774,2014,4,Corrientes,"3,81"
775,2014,4,Entre Ríos,"3,8"
776,2014,4,Formosa,"3,02"
777,2014,4,Jujuy,"3,13"
778,2014,4,La Pampa,"2,75"
779,2014,4,La Rioja,"3,58"
780,2014,4,Mendoza,"3,5"
781,2014,4,Misiones,"4,03"
782,2014,4,Neuquén,"3,85"
783,2014,4,Río Negro,"3,54"
784,2014,4,Salta,"3,86"
785,2014,4,San Juan,"3,48"
786,2014,4,San Luis,"3,5"
787,2014,4,Santa Cruz,"3,33"
788,2014,4,Santa Fe,"3,78"
789,2014,4,Santiago Del Estero,"3,46"
790,2014,4,Tierra Del Fuego,"3,47"
791,2014,4,Tucumán,"3,86"
792,2014,3,Buenos Aires,"3,97"
793,2014,3,Capital Federal,"4,44"
794,2014,3,Catamarca,"2,92"
795,2014,3,Chaco,"3,46"
796,2014,3,Chubut,"3,17"
797,2014,3,Córdoba,"3,66"
798,2014,3,Corrientes,"3,41"
799,2014,3,Entre Ríos,"3,4"
800,2014,3,Formosa,"2,66"
801,2014,3,Jujuy,"2,93"
802,2014,3,La Pampa,"2,82"
803,2014,3,La Rioja,"3,1"
804,2014,3,Mendoza,"3,5"
805,2014,3,Misiones,"3,58"
806,2014,3,Neuquén,"3,74"
807,2014,3,Río Negro,"3,48"
808,2014,3,Salta,"3,41"
809,2014,3,San Juan,"3,47"
810,2014,3,San Luis,"3,5"
811,2014,3,Santa Cruz,"3,31"
812,2014,3,Santa Fe,"3,38"
813,2014,3,Santiago Del Estero,"3,1"
814,2014,3,Tierra Del Fuego,"3,47"
815,2014,3,Tucumán,"3,35"
816,2014,2,Buenos Aires,"3,85"
817,2014,2,Capital Federal,"4,25"
818,2014,2,Catamarca,"2,92"
819,2014,2,Chaco,"3,42"
820,2014,2,Chubut,"3,16"
821,2014,2,Córdoba,"3,56"
822,2014,2,Corrientes,"3,37"
823,2014,2,Entre Ríos,"3,31"
824,2014,2,Formosa,"2,65"
825,2014,2,Jujuy,"2,77"
826,2014,2,La Pampa,"2,68"
827,2014,2,La Rioja,"3,1"
828,2014,2,Mendoza,"3,5"
829,2014,2,Misiones,"3,54"
830,2014,2,Neuquén,"3,66"
831,2014,2,Río Negro,"3,43"
832,2014,2,Salta,"3,39"
833,2014,2,San Juan,"3,47"
834,2014,2,San Luis,"3,5"
835,2014,2,Santa Cruz,"3,32"
836,2014,2,Santa Fe,"3,31"
837,2014,2,Santiago Del Estero,"3,07"
838,2014,2,Tierra Del Fuego,"3,47"
839,2014,2,Tucumán,"3,35"
840,2014,1,Buenos Aires,"3,73"
841,2014,1,Capital Federal,"4,02"
842,2014,1,Catamarca,"2,8"
843,2014,1,Chaco,"3,26"
844,2014,1,Chubut,"3,18"
845,2014,1,Córdoba,"3,39"
846,2014,1,Corrientes,"3,22"
847,2014,1,Entre Ríos,"3,17"
848,2014,1,Formosa,"2,57"
849,2014,1,Jujuy,"2,69"
850,2014,1,La Pampa,"2,65"
851,2014,1,La Rioja,"2,96"
852,2014,1,Mendoza,"3,5"
853,2014,1,Misiones,"3,4"
854,2014,1,Neuquén,"3,55"
855,2014,1,Río Negro,"3,35"
856,2014,1,Salta,"3,3"
857,2014,1,San Juan,"3,47"
858,2014,1,San Luis,"3,5"
859,2014,1,Santa Cruz,"3,32"
860,2014,1,Santa Fe,"3,15"
861,2014,1,Santiago Del Estero,"2,95"
862,2014,1,Tierra Del Fuego,"3,45"
863,2014,1,Tucumán,"3,21"
