HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,Total_x,año_trimestre_provincia,Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total_y
28934,23347,259866,281550,244555,98670,3760109,4794665,2022-4-Buenos Aires,2022,4,Buenos Aires,325908.0,2767247.0,1499149.0,129910.0,72451.0,4794665.0
516,5096,31320,64653,36336,8116,1299117,1551926,2022-4-Capital Federal,2022,4,Capital Federal,138753.0,1238196.0,138548.0,4603.0,31826.0,1551926.0
71,315,2716,5028,4638,3122,52739,70909,2022-4-Catamarca,2022,4,Catamarca,8952.0,10998.0,47337.0,1379.0,2243.0,70909.0
461,771,16067,17846,6704,3039,94866,143663,2022-4-Chaco,2022,4,Chaco,24582.0,61265.0,47285.0,7957.0,2574.0,143663.0
109,1614,46457,31007,34728,15770,19048,168759,2022-4-Chubut,2022,4,Chubut,45450.0,73923.0,9815.0,30721.0,8850.0,168759.0
99,9929,143686,108195,63120,20691,686330,1049660,2022-4-Córdoba,2022,4,Córdoba,152265.0,456947.0,367393.0,61631.0,11424.0,1049660.0
67,3282,22647,24858,7025,3770,85806,155453,2022-4-Corrientes,2022,4,Corrientes,34038.0,80283.0,26752.0,9082.0,5298.0,155453.0
107,4722,45629,46700,20927,22483,130406,270974,2022-4-Entre Ríos,2022,4,Entre Ríos,55507.0,135746.0,40798.0,26414.0,12509.0,270974.0
84,245,22458,12391,6724,310,18930,61840,2022-4-Formosa,2022,4,Formosa,13735.0,17068.0,13118.0,17692.0,227.0,61840.0
58,1763,18652,14070,36430,335,46910,118218,2022-4-Jujuy,2022,4,Jujuy,17880.0,52390.0,42626.0,4067.0,1255.0,118218.0
68,1687,52618,10334,9167,4479,19783,114164,2022-4-La Pampa,2022,4,La Pampa,7785.0,60566.0,24552.0,19995.0,1266.0,114164.0
18,595,2531,3010,24435,5029,50644,86262,2022-4-La Rioja,2022,4,La Rioja,6120.0,54387.0,19328.0,6395.0,32.0,86262.0
103,2954,35541,20355,35935,14909,161163,292104,2022-4-Mendoza,2022,4,Mendoza,37655.0,77814.0,147080.0,27607.0,1948.0,292104.0
51,3510,35622,21373,12196,3182,101745,186269,2022-4-Misiones,2022,4,Misiones,33204.0,87202.0,46885.0,11075.0,7903.0,186269.0
168,994,38814,13960,13008,5739,85247,160180,2022-4-Neuquén,2022,4,Neuquén,28609.0,72679.0,31567.0,23815.0,3510.0,160180.0
111,1081,32053,13931,20442,7335,57495,162092,2022-4-Río Negro,2022,4,Río Negro,34043.0,48401.0,43958.0,16277.0,19413.0,162092.0
114,1197,31530,71105,5036,117,90014,205860,2022-4-Salta,2022,4,Salta,36939.0,97023.0,53470.0,11884.0,6544.0,205860.0
24,2027,30069,11247,20440,8188,19991,103826,2022-4-San Juan,2022,4,San Juan,38570.0,22913.0,12491.0,21912.0,7940.0,103826.0
60,624,11785,24684,13981,78506,2227,135220,2022-4-San Luis,2022,4,San Luis,6283.0,43460.0,3409.0,81557.0,511.0,135220.0
51,6810,11616,11509,10374,3236,5559,50203,2022-4-Santa Cruz,2022,4,Santa Cruz,9702.0,23876.0,12217.0,3746.0,662.0,50203.0
468,9374,115767,194420,73345,22899,453078,887691,2022-4-Santa Fe,2022,4,Santa Fe,163621.0,412157.0,248558.0,44113.0,19242.0,887691.0
178,1267,26183,58136,17735,661,14345,119494,2022-4-Santiago Del Estero,2022,4,Santiago Del Estero,13577.0,80955.0,15117.0,6911.0,2934.0,119494.0
22,902,11649,13634,21365,3612,1812,55260,2022-4-Tierra Del Fuego,2022,4,Tierra Del Fuego,12754.0,41293.0,405.0,157.0,651.0,55260.0
39,1562,29996,35425,26369,1375,153538,263422,2022-4-Tucumán,2022,4,Tucumán,69441.0,20668.0,168717.0,4069.0,527.0,263422.0
29985,27709,290315,297915,267044,124190,3618689,4721668,2022-3-Buenos Aires,2022,3,Buenos Aires,339648.0,2748325.0,1436433.0,126846.0,70416.0,4721668.0
517,5742,34371,67829,51946,28692,1253105,1547679,2022-3-Capital Federal,2022,3,Capital Federal,140791.0,1240125.0,129218.0,5758.0,31787.0,1547679.0
71,384,3107,5389,5099,3737,50298,70293,2022-3-Catamarca,2022,3,Catamarca,10010.0,10495.0,46224.0,1329.0,2235.0,70293.0
461,987,16782,18938,8049,15828,79390,144146,2022-3-Chaco,2022,3,Chaco,27164.0,61800.0,44645.0,8178.0,2359.0,144146.0
109,1444,45707,30940,34682,15309,17563,165778,2022-3-Chubut,2022,3,Chubut,45377.0,72212.0,9574.0,29784.0,8831.0,165778.0
99,11312,153324,111615,70989,27112,650344,1038668,2022-3-Córdoba,2022,3,Córdoba,163770.0,465461.0,338570.0,61070.0,9797.0,1038668.0
67,3865,23427,23948,7776,21706,56950,144846,2022-3-Corrientes,2022,3,Corrientes,36508.0,77140.0,18619.0,7256.0,5323.0,144846.0
107,5549,47210,46855,18263,32021,102195,268959,2022-3-Entre Ríos,2022,3,Entre Ríos,60345.0,132952.0,36971.0,26098.0,12593.0,268959.0
97,307,23538,19545,6194,564,17704,68538,2022-3-Formosa,2022,3,Formosa,14470.0,25880.0,11041.0,16935.0,212.0,68538.0
58,1879,19135,15254,36083,519,45895,118823,2022-3-Jujuy,2022,3,Jujuy,19257.0,52978.0,40172.0,4033.0,2383.0,118823.0
68,1887,61540,9653,11592,5609,22731,116092,2022-3-La Pampa,2022,3,La Pampa,7796.0,60078.0,23551.0,20216.0,4451.0,116092.0
18,689,2842,3375,24219,5331,50390,86864,2022-3-La Rioja,2022,3,La Rioja,6842.0,53899.0,19697.0,6395.0,31.0,86864.0
103,2953,44232,21977,48201,17243,150043,289523,2022-3-Mendoza,2022,3,Mendoza,37659.0,78858.0,142615.0,27625.0,2766.0,289523.0
51,3749,36628,20758,12676,19615,80330,182157,2022-3-Misiones,2022,3,Misiones,35513.0,88902.0,39046.0,11074.0,7622.0,182157.0
134,991,38485,14080,9200,6700,78713,163161,2022-3-Neuquén,2022,3,Neuquén,29352.0,75815.0,29396.0,27482.0,1116.0,163161.0
111,1221,32936,17860,27934,13629,42596,160558,2022-3-Río Negro,2022,3,Río Negro,35552.0,48260.0,41017.0,16760.0,18969.0,160558.0
114,1490,32923,71199,5662,1001,85661,204541,2022-3-Salta,2022,3,Salta,40006.0,96984.0,50254.0,10082.0,7215.0,204541.0
24,2027,30324,11247,22157,6780,19221,103399,2022-3-San Juan,2022,3,San Juan,38570.0,22723.0,12328.0,21860.0,7918.0,103399.0
60,307,6563,20813,12061,67438,13,122070,2022-3-San Luis,2022,3,San Luis,6860.0,29363.0,248.0,70614.0,14985.0,122070.0
52,6841,12342,11313,11378,2333,4604,49510,2022-3-Santa Cruz,2022,3,Santa Cruz,10170.0,24047.0,10815.0,3896.0,582.0,49510.0
468,11132,132709,198588,70897,57455,396352,887810,2022-3-Santa Fe,2022,3,Santa Fe,183740.0,426255.0,215189.0,43079.0,19547.0,887810.0
178,1384,28357,58982,16087,910,12342,119032,2022-3-Santiago Del Estero,2022,3,Santiago Del Estero,15385.0,80937.0,13170.0,6618.0,2922.0,119032.0
22,831,12002,14815,20102,1752,1021,53896,2022-3-Tierra Del Fuego,2022,3,Tierra Del Fuego,12754.0,39963.0,403.0,125.0,651.0,53896.0
39,2047,32571,39018,25214,4348,159600,263117,2022-3-Tucumán,2022,3,Tucumán,77738.0,18518.0,162345.0,3997.0,519.0,263117.0
30639,28323,295238,307554,273954,129869,3535757,4667183,2022-2-Buenos Aires,2022,2,Buenos Aires,350652.0,2719613.0,1399043.0,126847.0,71028.0,4667183.0
517,5980,36036,72434,55372,31571,1229254,1536771,2022-2-Capital Federal,2022,2,Capital Federal,145491.0,1232226.0,121506.0,5757.0,31791.0,1536771.0
71,413,3678,6155,7165,3393,43926,67008,2022-2-Catamarca,2022,2,Catamarca,11928.0,9430.0,42087.0,1329.0,2234.0,67008.0
461,1047,17603,20109,8391,15974,76271,143564,2022-2-Chaco,2022,2,Chaco,29552.0,61284.0,42194.0,8178.0,2356.0,143564.0
109,1444,45804,31217,34290,14526,15394,162805,2022-2-Chubut,2022,2,Chubut,45377.0,69242.0,9574.0,29784.0,8828.0,162805.0
99,11971,160486,120485,71923,28645,619400,1026435,2022-2-Córdoba,2022,2,Córdoba,179181.0,467595.0,308895.0,61107.0,9657.0,1026435.0
67,3937,24253,24842,8001,21719,55071,144997,2022-2-Corrientes,2022,2,Corrientes,38468.0,75769.0,18181.0,7256.0,5323.0,144997.0
107,5656,48637,48557,18512,32355,98769,269352,2022-2-Entre Ríos,2022,2,Entre Ríos,63794.0,131029.0,35839.0,26098.0,12592.0,269352.0
97,407,23834,19706,6330,591,16326,67881,2022-2-Formosa,2022,2,Formosa,15397.0,25487.0,9875.0,16910.0,212.0,67881.0
58,1829,19458,15790,37786,549,37391,115314,2022-2-Jujuy,2022,2,Jujuy,20303.0,54495.0,34184.0,3955.0,2377.0,115314.0
68,1887,62546,9842,11800,5247,17125,111527,2022-2-La Pampa,2022,2,La Pampa,7796.0,59273.0,22994.0,20200.0,1264.0,111527.0
18,728,3179,3890,23814,5481,48920,86030,2022-2-La Rioja,2022,2,La Rioja,7759.0,52656.0,19189.0,6395.0,31.0,86030.0
103,2954,44961,22557,64138,19543,121366,279562,2022-2-Mendoza,2022,2,Mendoza,37663.0,77504.0,135504.0,26964.0,1927.0,279562.0
51,3808,37254,21712,12774,19757,75107,178813,2022-2-Misiones,2022,2,Misiones,37208.0,89260.0,33649.0,11074.0,7622.0,178813.0
134,999,38826,15066,9205,2039,76982,161968,2022-2-Neuquén,2022,2,Neuquén,29749.0,74905.0,28824.0,27371.0,1119.0,161968.0
111,1227,33364,17938,27168,13714,41972,159764,2022-2-Río Negro,2022,2,Río Negro,36050.0,47040.0,40946.0,16760.0,18968.0,159764.0
114,1530,33732,72661,6012,1156,81478,203177,2022-2-Salta,2022,2,Salta,42665.0,96178.0,47076.0,10068.0,7190.0,203177.0
24,2027,30385,11276,24649,3728,16701,100407,2022-2-San Juan,2022,2,San Juan,38570.0,19734.0,12328.0,21859.0,7916.0,100407.0
60,306,6840,21217,11052,67438,13,121741,2022-2-San Luis,2022,2,San Luis,6860.0,29034.0,248.0,70614.0,14985.0,121741.0
52,6841,12348,11369,11885,2454,3592,49185,2022-2-Santa Cruz,2022,2,Santa Cruz,10170.0,23725.0,10815.0,3896.0,579.0,49185.0
468,11757,138534,204381,74133,58114,373888,878859,2022-2-Santa Fe,2022,2,Santa Fe,198492.0,428233.0,189503.0,43081.0,19550.0,878859.0
178,1401,29581,59931,14606,883,10672,118044,2022-2-Santiago Del Estero,2022,2,Santiago Del Estero,16561.0,80338.0,11605.0,6618.0,2922.0,118044.0
22,831,12052,14828,19968,1712,1006,53770,2022-2-Tierra Del Fuego,2022,2,Tierra Del Fuego,12754.0,39837.0,403.0,125.0,651.0,53770.0
39,2195,34461,43513,23634,4863,145541,254527,2022-2-Tucumán,2022,2,Tucumán,85893.0,15327.0,148823.0,3997.0,487.0,254527.0
31591,30056,313382,321756,290127,161183,3381049,4555424,2022-1-Buenos Aires,2022,1,Buenos Aires,392045.0,2728865.0,1242121.0,125521.0,66872.0,4555424.0
527,5575,39918,77390,61053,43289,1188072,1417541,2022-1-Capital Federal,2022,1,Capital Federal,102290.0,1217225.0,62308.0,5784.0,29934.0,1417541.0
71,456,4386,7009,8773,3761,35715,62378,2022-1-Catamarca,2022,1,Catamarca,14181.0,15517.0,29118.0,1328.0,2234.0,62378.0
461,1099,16888,21235,20898,13012,62946,144119,2022-1-Chaco,2022,1,Chaco,32391.0,64546.0,36662.0,8164.0,2356.0,144119.0
113,1677,61369,31856,33080,13871,14055,171628,2022-1-Chubut,2022,1,Chubut,44133.0,66667.0,9184.0,30592.0,21052.0,171628.0
100,12782,165922,126009,73967,34892,577027,1003803,2022-1-Córdoba,2022,1,Córdoba,195610.0,501799.0,235838.0,60843.0,9713.0,1003803.0
67,4029,24563,25665,27077,10452,43631,142578,2022-1-Corrientes,2022,1,Corrientes,40462.0,79093.0,10875.0,6774.0,5374.0,142578.0
107,5745,50075,49620,42294,21578,81757,267926,2022-1-Entre Ríos,2022,1,Entre Ríos,67159.0,138986.0,23091.0,26098.0,12592.0,267926.0
97,448,24113,6945,6613,716,15028,54548,2022-1-Formosa,2022,1,Formosa,16397.0,15927.0,5146.0,16876.0,202.0,54548.0
58,1761,22141,16321,37923,576,35287,116509,2022-1-Jujuy,2022,1,Jujuy,21307.0,60616.0,25949.0,4662.0,3975.0,116509.0
301,2223,62812,9869,12044,5250,14400,109732,2022-1-La Pampa,2022,1,La Pampa,8003.0,58978.0,21739.0,19903.0,1109.0,109732.0
18,778,3576,4692,23624,5645,45970,84303,2022-1-La Rioja,2022,1,La Rioja,9103.0,59228.0,9546.0,6395.0,31.0,84303.0
114,3355,51230,26407,74178,21566,95048,275185,2022-1-Mendoza,2022,1,Mendoza,49464.0,74145.0,123228.0,26969.0,1379.0,275185.0
51,3873,35655,22261,26855,15854,58610,171508,2022-1-Misiones,2022,1,Misiones,39147.0,91752.0,25178.0,7807.0,7624.0,171508.0
137,1123,39856,15623,11163,2654,71238,149679,2022-1-Neuquén,2022,1,Neuquén,28443.0,73200.0,24193.0,23098.0,745.0,149679.0
116,1383,35565,18859,26926,14144,37729,157374,2022-1-Río Negro,2022,1,Río Negro,38662.0,45366.0,38037.0,16815.0,18494.0,157374.0
114,1725,35576,68246,6313,2214,76838,197515,2022-1-Salta,2022,1,Salta,44714.0,98667.0,40994.0,5950.0,7190.0,197515.0
26,2269,32356,11914,25144,2088,11916,88178,2022-1-San Juan,2022,1,San Juan,34038.0,14449.0,11294.0,20723.0,7674.0,88178.0
61,643,8287,3837,9802,68612,13,119844,2022-1-San Luis,2022,1,San Luis,7987.0,11296.0,31.0,71809.0,28721.0,119844.0
51,6898,12710,11502,12277,2628,2551,49102,2022-1-Santa Cruz,2022,1,Santa Cruz,10537.0,23420.0,10766.0,3974.0,405.0,49102.0
468,12435,143796,208361,84787,58018,344170,870479,2022-1-Santa Fe,2022,1,Santa Fe,213486.0,444609.0,146552.0,45261.0,20571.0,870479.0
178,1401,30220,61170,13542,849,8309,116461,2022-1-Santiago Del Estero,2022,1,Santiago Del Estero,18118.0,87979.0,1093.0,6349.0,2922.0,116461.0
24,894,12849,15640,18034,1767,982,52611,2022-1-Tierra Del Fuego,2022,1,Tierra Del Fuego,13031.0,38700.0,416.0,124.0,340.0,52611.0
39,2212,36028,46961,21014,5211,133846,245584,2022-1-Tucumán,2022,1,Tucumán,92532.0,62396.0,86174.0,3995.0,487.0,245584.0
37821,11026,352950,331292,297296,196021,3259793,4509157,2021-4-Buenos Aires,2021,4,Buenos Aires,426325.0,2706506.0,1176024.0,126887.0,73415.0,4509157.0
563,1695,47133,81899,66135,66755,1147939,1412119,2021-4-Capital Federal,2021,4,Capital Federal,111360.0,1205128.0,60005.0,5679.0,29947.0,1412119.0
71,0,6038,7855,9804,3262,29827,59090,2021-4-Catamarca,2021,4,Catamarca,16385.0,13858.0,25100.0,1512.0,2235.0,59090.0
461,112,18845,22678,21937,13692,58435,143745,2021-4-Chaco,2021,4,Chaco,35548.0,63145.0,34688.0,8005.0,2359.0,143745.0
126,1294,63698,39568,31175,5780,2904,160308,2021-4-Chubut,2021,4,Chubut,46361.0,57412.0,9655.0,28041.0,18839.0,160308.0
100,2479,184548,130892,76246,41198,538700,986770,2021-4-Córdoba,2021,4,Córdoba,212011.0,487489.0,217214.0,61277.0,8779.0,986770.0
67,645,28830,26368,22922,10087,39911,135912,2021-4-Corrientes,2021,4,Corrientes,42523.0,71183.0,10138.0,6778.0,5290.0,135912.0
107,3024,56043,49636,38295,24068,77290,265046,2021-4-Entre Ríos,2021,4,Entre Ríos,70459.0,133387.0,23452.0,25022.0,12726.0,265046.0
84,0,22908,6983,6811,1135,13775,53663,2021-4-Formosa,2021,4,Formosa,17211.0,15111.0,5151.0,16018.0,172.0,53663.0
58,175,22446,16793,38134,564,33421,113915,2021-4-Jujuy,2021,4,Jujuy,22330.0,60511.0,24156.0,2927.0,3991.0,113915.0
301,493,64840,9082,12259,4821,12184,107007,2021-4-La Pampa,2021,4,La Pampa,8175.0,58000.0,20192.0,19286.0,1354.0,107007.0
18,1,5018,5437,23559,5671,43424,83128,2021-4-La Rioja,2021,4,La Rioja,10387.0,56651.0,9446.0,6613.0,31.0,83128.0
156,1463,66428,30308,75214,18621,75031,267587,2021-4-Mendoza,2021,4,Mendoza,59842.0,71553.0,109667.0,24666.0,1859.0,267587.0
51,5,41916,23554,26721,15954,54596,171132,2021-4-Misiones,2021,4,Misiones,41778.0,92068.0,22035.0,7649.0,7602.0,171132.0
140,940,42313,13264,10515,3310,69217,147466,2021-4-Neuquén,2021,4,Neuquén,29175.0,72761.0,23253.0,21531.0,746.0,147466.0
156,1174,38373,19878,31255,4130,36142,153753,2021-4-Río Negro,2021,4,Río Negro,42037.0,44495.0,32212.0,16558.0,18451.0,153753.0
114,20,40673,69324,6642,3535,72622,199405,2021-4-Salta,2021,4,Salta,46972.0,99808.0,39555.0,5882.0,7188.0,199405.0
44,1442,28906,10955,23978,398,9800,79958,2021-4-San Juan,2021,4,San Juan,35868.0,13102.0,11072.0,11423.0,8493.0,79958.0
62,264,8550,4276,9107,67363,9,118849,2021-4-San Luis,2021,4,San Luis,8472.0,11064.0,30.0,70560.0,28723.0,118849.0
52,297,20305,11641,13054,1770,876,48486,2021-4-Santa Cruz,2021,4,Santa Cruz,10790.0,22902.0,10031.0,4346.0,417.0,48486.0
467,581,169706,206856,85690,62349,322015,866441,2021-4-Santa Fe,2021,4,Santa Fe,233427.0,444373.0,128856.0,43556.0,16229.0,866441.0
178,909,31915,61524,12205,800,7537,115861,2021-4-Santiago Del Estero,2021,4,Santiago Del Estero,19032.0,86563.0,1088.0,6256.0,2922.0,115861.0
26,385,13505,16534,16562,1748,1017,52357,2021-4-Tierra Del Fuego,2021,4,Tierra Del Fuego,13317.0,38148.0,426.0,124.0,342.0,52357.0
39,97,37321,48736,21023,5326,125857,238639,2021-4-Tucumán,2021,4,Tucumán,97830.0,59022.0,78790.0,2511.0,486.0,238639.0
37193,31149,1108940,248153,141383,192797,2482266,4251609,2021-3-Buenos Aires,2021,3,Buenos Aires,585729.0,2595485.0,885613.0,120228.0,64554.0,4251609.0
295,603,156978,67013,39785,73502,1075229,1413405,2021-3-Capital Federal,2021,3,Capital Federal,142902.0,1192107.0,42966.0,6059.0,29371.0,1413405.0
71,0,6755,8428,10517,1659,26618,56254,2021-3-Catamarca,2021,3,Catamarca,18413.0,11709.0,22331.0,1568.0,2233.0,56254.0
301,112,22545,20986,23852,14412,49705,139871,2021-3-Chaco,2021,3,Chaco,38258.0,63659.0,27583.0,8018.0,2353.0,139871.0
104,105,89168,26281,18538,5320,1643,156066,2021-3-Chubut,2021,3,Chubut,49269.0,55794.0,8946.0,23376.0,18681.0,156066.0
99,2452,204989,141285,65050,47198,476459,946788,2021-3-Córdoba,2021,3,Córdoba,229275.0,477223.0,167495.0,57617.0,15178.0,946788.0
67,645,29629,28478,24792,9687,35468,133819,2021-3-Corrientes,2021,3,Corrientes,44805.0,69403.0,7542.0,6766.0,5303.0,133819.0
107,3024,61354,59776,39114,16284,67961,260375,2021-3-Entre Ríos,2021,3,Entre Ríos,74443.0,128752.0,20485.0,23500.0,13195.0,260375.0
381,0,22778,7142,6978,1192,12707,52795,2021-3-Formosa,2021,3,Formosa,18093.0,14111.0,4730.0,15690.0,171.0,52795.0
48,175,23884,16417,37755,561,29917,111158,2021-3-Jujuy,2021,3,Jujuy,23554.0,60758.0,19926.0,2952.0,3968.0,111158.0
298,313,65063,7395,8737,4023,10506,100487,2021-3-La Pampa,2021,3,La Pampa,9015.0,57881.0,17817.0,14479.0,1295.0,100487.0
18,1,5366,5979,23315,4868,42613,82160,2021-3-La Rioja,2021,3,La Rioja,11329.0,54744.0,9444.0,6613.0,30.0,82160.0
36,31,151871,12640,62628,7596,21087,255939,2021-3-Mendoza,2021,3,Mendoza,91474.0,71247.0,70579.0,21811.0,828.0,255939.0
51,5,41932,25099,26079,14792,42291,158528,2021-3-Misiones,2021,3,Misiones,43230.0,89469.0,10969.0,7198.0,7662.0,158528.0
112,327,57441,8566,6234,3631,57919,139809,2021-3-Neuquén,2021,3,Neuquén,29650.0,73794.0,16455.0,19270.0,640.0,139809.0
125,557,68991,3730,14880,2282,34011,144585,2021-3-Río Negro,2021,3,Río Negro,47934.0,44519.0,18725.0,15031.0,18376.0,144585.0
101,20,41431,70104,6962,3878,67010,195833,2021-3-Salta,2021,3,Salta,49212.0,98318.0,36126.0,5724.0,6453.0,195833.0
18,333,59873,752,13250,338,278,79483,2021-3-San Juan,2021,3,San Juan,40072.0,12922.0,6670.0,11372.0,8447.0,79483.0
60,0,11552,2405,6491,67942,22,117864,2021-3-San Luis,2021,3,San Luis,8417.0,11884.0,27.0,68856.0,28680.0,117864.0
50,0,30561,8365,6799,1788,678,48976,2021-3-Santa Cruz,2021,3,Santa Cruz,12347.0,22961.0,6328.0,4269.0,3071.0,48976.0
467,579,193207,201250,83941,55080,290793,841584,2021-3-Santa Fe,2021,3,Santa Fe,245929.0,443156.0,93412.0,43447.0,15640.0,841584.0
123,909,32752,61838,11274,801,6863,115458,2021-3-Santiago Del Estero,2021,3,Santiago Del Estero,19939.0,85535.0,909.0,6147.0,2928.0,115458.0
17,0,23723,13397,9782,1433,976,50223,2021-3-Tierra Del Fuego,2021,3,Tierra Del Fuego,12853.0,36958.0,6.0,16.0,390.0,50223.0
32,97,39446,50293,21986,5300,115154,232472,2021-3-Tucumán,2021,3,Tucumán,104489.0,53868.0,70964.0,2408.0,743.0,232472.0
37192,31178,1096049,244001,140322,236897,2337604,4132351,2021-2-Buenos Aires,2021,2,Buenos Aires,603255.0,2503830.0,854173.0,113546.0,57547.0,4132351.0
294,603,157558,73568,43859,86655,1037752,1400355,2021-2-Capital Federal,2021,2,Capital Federal,148989.0,1175097.0,41318.0,5580.0,29371.0,1400355.0
71,0,7219,9091,6828,4941,25388,55744,2021-2-Catamarca,2021,2,Catamarca,20305.0,9426.0,22331.0,1449.0,2233.0,55744.0
301,112,23444,21574,24032,16069,47239,140729,2021-2-Chaco,2021,2,Chaco,39826.0,62948.0,27584.0,8018.0,2353.0,140729.0
104,105,89639,22605,16604,3896,1112,139237,2021-2-Chubut,2021,2,Chubut,49271.0,41497.0,6081.0,23682.0,18706.0,139237.0
99,2452,201757,136516,66950,70824,442357,930880,2021-2-Córdoba,2021,2,Córdoba,239780.0,467782.0,151855.0,55944.0,15519.0,930880.0
67,645,29419,27037,24524,10059,32697,129501,2021-2-Corrientes,2021,2,Corrientes,46648.0,67262.0,3731.0,6557.0,5303.0,129501.0
107,3024,63518,55349,39468,18484,61605,257632,2021-2-Entre Ríos,2021,2,Entre Ríos,77836.0,124957.0,17856.0,23786.0,13197.0,257632.0
381,0,22364,7310,7460,1341,11077,51551,2021-2-Formosa,2021,2,Formosa,19571.0,12509.0,3610.0,15690.0,171.0,51551.0
48,175,24182,16577,37908,607,29950,111848,2021-2-Jujuy,2021,2,Jujuy,24738.0,60800.0,19611.0,2731.0,3968.0,111848.0
298,554,64146,7769,8128,3399,9311,97667,2021-2-La Pampa,2021,2,La Pampa,9017.0,57014.0,17132.0,13209.0,1295.0,97667.0
18,1,5312,5971,23298,4825,42158,81602,2021-2-La Rioja,2021,2,La Rioja,11627.0,54255.0,9445.0,6245.0,30.0,81602.0
36,31,137462,10886,56117,4403,20686,229671,2021-2-Mendoza,2021,2,Mendoza,91503.0,70834.0,44696.0,21811.0,827.0,229671.0
51,5,41643,25907,25811,16172,38308,156176,2021-2-Misiones,2021,2,Misiones,44960.0,87861.0,10376.0,5317.0,7662.0,156176.0
112,327,57713,8631,5871,5943,54008,138250,2021-2-Neuquén,2021,2,Neuquén,30083.0,72690.0,15619.0,19218.0,640.0,138250.0
125,557,69356,3663,15019,3867,31488,144084,2021-2-Río Negro,2021,2,Río Negro,48189.0,43761.0,18727.0,15031.0,18376.0,144084.0
101,20,42543,67012,7099,9654,58882,191639,2021-2-Salta,2021,2,Salta,51396.0,96016.0,32050.0,5724.0,6453.0,191639.0
18,333,59989,784,12550,340,278,78933,2021-2-San Juan,2021,2,San Juan,40072.0,12369.0,6673.0,11372.0,8447.0,78933.0
60,0,11752,2703,5418,65946,22,122818,2021-2-San Luis,2021,2,San Luis,8417.0,11308.0,28.0,66860.0,36205.0,122818.0
50,0,30595,8463,6888,1575,676,48982,2021-2-Santa Cruz,2021,2,Santa Cruz,12347.0,22967.0,6328.0,4269.0,3071.0,48982.0
467,896,202018,204077,80452,75195,262124,840600,2021-2-Santa Fe,2021,2,Santa Fe,256741.0,431915.0,90424.0,43997.0,17523.0,840600.0
123,909,32034,62224,10359,811,6064,114090,2021-2-Santiago Del Estero,2021,2,Santiago Del Estero,20734.0,83770.0,909.0,5081.0,3596.0,114090.0
17,0,21335,6913,4580,476,889,35693,2021-2-Tierra Del Fuego,2021,2,Tierra Del Fuego,12853.0,22504.0,6.0,14.0,316.0,35693.0
32,97,40224,51648,23732,5022,109616,233051,2021-2-Tucumán,2021,2,Tucumán,110429.0,48359.0,71683.0,1837.0,743.0,233051.0
36939,31187,1108368,240520,163747,222061,2246313,4060002,2021-1-Buenos Aires,2021,1,Buenos Aires,629679.0,2452056.0,821597.0,98806.0,57864.0,4060002.0
135,244,159662,76753,56457,83255,1003041,1379673,2021-1-Capital Federal,2021,1,Capital Federal,159805.0,1145093.0,39980.0,5559.0,29236.0,1379673.0
71,0,7423,8455,10115,712,22996,51968,2021-1-Catamarca,2021,1,Catamarca,26316.0,4409.0,18688.0,322.0,2233.0,51968.0
301,112,24357,22102,27556,14496,42462,139770,2021-1-Chaco,2021,1,Chaco,43214.0,61251.0,25426.0,8004.0,1875.0,139770.0
106,109,86986,21401,15392,2844,1112,132340,2021-1-Chubut,2021,1,Chubut,45501.0,40960.0,3444.0,23723.0,18712.0,132340.0
93,2386,211799,135092,74659,71984,402191,910881,2021-1-Córdoba,2021,1,Córdoba,260350.0,444695.0,134634.0,54137.0,17065.0,910881.0
67,527,31544,26223,26169,9001,27641,126625,2021-1-Corrientes,2021,1,Corrientes,49160.0,62876.0,3337.0,5949.0,5303.0,126625.0
105,2911,67255,56060,42432,15774,54600,251963,2021-1-Entre Ríos,2021,1,Entre Ríos,83688.0,118424.0,16846.0,20836.0,12169.0,251963.0
56,0,22409,7569,7916,1215,9579,50686,2021-1-Formosa,2021,1,Formosa,20663.0,11412.0,2562.0,15669.0,380.0,50686.0
49,175,23735,17293,40649,568,25609,110456,2021-1-Jujuy,2021,1,Jujuy,32254.0,54324.0,17322.0,2677.0,3879.0,110456.0
298,554,68200,7864,7611,2786,7368,97105,2021-1-La Pampa,2021,1,La Pampa,8946.0,58711.0,15779.0,12369.0,1300.0,97105.0
18,1,36749,5968,4604,215,5074,52628,2021-1-La Rioja,2021,1,La Rioja,17363.0,34984.0,1.0,250.0,30.0,52628.0
28,40,134386,11216,52533,4061,16615,218923,2021-1-Mendoza,2021,1,Mendoza,91844.0,69295.0,38619.0,18332.0,833.0,218923.0
51,524,40949,25503,27101,14050,32953,149387,2021-1-Misiones,2021,1,Misiones,48292.0,82339.0,7064.0,4796.0,6896.0,149387.0
116,327,56171,8443,5903,5677,50840,133235,2021-1-Neuquén,2021,1,Neuquén,30223.0,70457.0,14171.0,17752.0,632.0,133235.0
125,466,70011,4187,13045,3642,29589,141168,2021-1-Río Negro,2021,1,Río Negro,48777.0,42192.0,17828.0,13994.0,18377.0,141168.0
