HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,Total_x,año_trimestre_provincia,Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total_y
66,3938,71077,6571,787,74,165,82678,2019 *-1 *-Chubut,2019 *,1 *,Chubut,37302.0,23065.0,1923.0,14443.0,3045.0,79778.0
81,20403,242769,96997,200681,127965,50716,746418,2019 *-1 *-Córdoba,2019 *,1 *,Córdoba,323272.0,363959.0,19902.0,24615.0,12367.0,744115.0
10,6470,38402,26562,15498,9688,5029,101659,2019 *-1 *-Corrientes,2019 *,1 *,Corrientes,55842.0,43444.0,1615.0,1528.0,58.0,102487.0
18,9217,107013,50068,28957,18146,7619,233180,2019 *-1 *-Entre Ríos,2019 *,1 *,Entre Ríos,100999.0,90253.0,12723.0,16231.0,12241.0,232447.0
1110,3023,23085,5301,9027,2099,1654,45299,2019 *-1 *-Formosa,2019 *,1 *,Formosa,22570.0,7878.0,940.0,13761.0,62.0,45211.0
27,2817,30727,7811,4021,30,1141,83736,2019 *-1 *-Jujuy,2019 *,1 *,Jujuy,33248.0,12484.0,153.0,640.0,43622.0,90147.0
236,8327,70538,4466,1061,1354,405,87085,2019 *-1 *-La Pampa,2019 *,1 *,La Pampa,18832.0,57373.0,2891.0,9023.0,1041.0,89160.0
9,1169,40285,4088,5216,17,869,51653,2019 *-1 *-La Rioja,2019 *,1 *,La Rioja,16367.0,34984.0,12.0,252.0,41.0,51656.0
20,1786,205383,2837,5702,111,140,215979,2019 *-1 *-Mendoza,2019 *,1 *,Mendoza,148524.0,40205.0,5662.0,10363.0,1544.0,206298.0
47,5946,45266,25890,19111,16552,5167,125633,2019 *-1 *-Misiones,2019 *,1 *,Misiones,54898.0,59214.0,465.0,426.0,7717.0,122720.0
1328,3055,52360,1781,21452,17135,11026,114242,2019 *-1 *-Neuquén,2019 *,1 *,Neuquén,40747.0,55634.0,3114.0,12510.0,2372.0,114377.0
384,1583,84845,2037,13615,9567,5076,120826,2019 *-1 *-Río Negro,2019 *,1 *,Río Negro,68377.0,34124.0,3994.0,9736.0,4857.0,121088.0
49,4232,59244,36473,22910,10861,2242,136012,2019 *-1 *-Salta,2019 *,1 *,Salta,74426.0,57933.0,647.0,1135.0,1879.0,136020.0
22,229,62380,266,520,3,2,63982,2019 *-1 *-San Juan,2019 *,1 *,San Juan,51660.0,5838.0,808.0,2932.0,1207.0,62445.0
57,120,21380,53214,345,6,2,98701,2019 *-1 *-San Luis,2019 *,1 *,San Luis,11108.0,7784.0,378.0,53097.0,23968.0,96335.0
25,128,21990,2731,702,26,4,25606,2019 *-1 *-Santa Cruz,2019 *,1 *,Santa Cruz,10659.0,4615.0,382.0,6514.0,2735.0,24905.0
333,29350,296798,122959,153212,74575,36502,732320,2019 *-1 *-Santa Fe,2019 *,1 *,Santa Fe,340038.0,340344.0,15621.0,23215.0,17860.0,737078.0
39,3372,62895,20691,3959,85,494,91535,2019 *-1 *-Santiago Del Estero,2019 *,1 *,Santiago Del Estero,25337.0,61547.0,23.0,2847.0,99.0,89853.0
6,131,38851,3623,641,80,29,43361,2019 *-1 *-Tierra Del Fuego,2019 *,1 *,Tierra Del Fuego,19789.0,23549.0,1623.0,0.0,1486.0,46447.0
16,5188,82240,42877,26210,847,14839,172217,2019 *-1 *-Tucumán,2019 *,1 *,Tucumán,159215.0,11670.0,118.0,678.0,321.0,172002.0
134673,73761,1422463,194426,577679,949093,265386,3636606,2018-4-Buenos Aires,2018,4,Buenos Aires,1305576.0,1949637.0,296102.0,65477.0,19814.0,3636606.0
74,7388,283281,143309,330496,437662,186810,1389020,2018-4-Capital Federal,2018,4,Capital Federal,328253.0,1019490.0,33042.0,3978.0,4257.0,1389020.0
34,1669,17955,6425,5461,29,7,33583,2018-4-Catamarca,2018,4,Catamarca,26912.0,4443.0,16.0,0.0,2212.0,33583.0
69,3405,36437,25633,18965,12393,6368,103270,2018-4-Chaco,2018,4,Chaco,53409.0,43555.0,1940.0,3236.0,1130.0,103270.0
66,3917,66061,6215,531,623,165,78722,2018-4-Chubut,2018,4,Chubut,37215.0,23065.0,952.0,14443.0,3047.0,78722.0
81,24102,228475,97277,201639,128053,48809,737339,2018-4-Córdoba,2018,4,Córdoba,328854.0,355716.0,17675.0,21851.0,13243.0,737339.0
10,6438,37376,26562,15498,9688,5029,100601,2018-4-Corrientes,2018,4,Corrientes,55842.0,42418.0,796.0,1515.0,30.0,100601.0
18,8769,94780,50027,29002,18146,7612,222047,2018-4-Entre Ríos,2018,4,Entre Ríos,101168.0,86198.0,4853.0,15472.0,14356.0,222047.0
1110,3074,22962,5285,9027,2092,1654,45204,2018-4-Formosa,2018,4,Formosa,22619.0,7880.0,887.0,13761.0,57.0,45204.0
27,2803,30727,7811,4021,30,1141,90133,2018-4-Jujuy,2018,4,Jujuy,33248.0,12484.0,153.0,640.0,43608.0,90133.0
241,7727,70508,3661,978,1328,270,85636,2018-4-La Pampa,2018,4,La Pampa,18832.0,55337.0,2685.0,7772.0,1010.0,85636.0
9,1164,40285,4088,5216,17,869,51651,2018-4-La Rioja,2018,4,La Rioja,16367.0,34984.0,12.0,252.0,36.0,51651.0
20,1463,197450,2494,4726,19,132,206304,2018-4-Mendoza,2018,4,Mendoza,148524.0,40205.0,5665.0,10363.0,1547.0,206304.0
47,5981,43267,26019,19226,16566,5167,116273,2018-4-Misiones,2018,4,Misiones,55500.0,53673.0,465.0,426.0,6209.0,116273.0
1328,3044,52313,1781,21452,17135,11025,114365,2018-4-Neuquén,2018,4,Neuquén,40747.0,55634.0,3115.0,12425.0,2444.0,114365.0
384,1225,83412,643,13440,9569,5070,116837,2018-4-Río Negro,2018,4,Río Negro,68377.0,34292.0,1299.0,8037.0,4832.0,116837.0
49,3659,58492,36365,22910,10861,2242,134578,2018-4-Salta,2018,4,Salta,74295.0,57539.0,638.0,253.0,1853.0,134578.0
22,1465,59811,180,312,1,1,62398,2018-4-San Juan,2018,4,San Juan,51660.0,5838.0,806.0,2883.0,1211.0,62398.0
57,109,19164,53183,119,62,2,96331,2018-4-San Luis,2018,4,San Luis,11108.0,7784.0,378.0,53097.0,23964.0,96331.0
25,115,23107,779,206,1,4,24768,2018-4-Santa Cruz,2018,4,Santa Cruz,10659.0,4615.0,382.0,6378.0,2734.0,24768.0
335,31397,276301,121009,152039,74432,36427,720390,2018-4-Santa Fe,2018,4,Santa Fe,335519.0,322782.0,14387.0,18705.0,28997.0,720390.0
39,3250,61347,20127,3686,77,483,89335,2018-4-Santiago Del Estero,2018,4,Santiago Del Estero,25339.0,61243.0,23.0,2649.0,81.0,89335.0
6,27,29919,6323,9894,24,67,46260,2018-4-Tierra Del Fuego,2018,4,Tierra Del Fuego,19789.0,23349.0,1623.0,0.0,1499.0,46260.0
16,5244,82089,42766,26111,847,14839,172004,2018-4-Tucumán,2018,4,Tucumán,159215.0,11670.0,119.0,686.0,314.0,172004.0
991,80459,1445733,190805,636090,897964,237248,3609754,2018-3-Buenos Aires,2018,3,Buenos Aires,1435856.0,1929273.0,156382.0,62318.0,26448.0,3610277.0
73,8493,287919,147253,370677,415020,165055,1394490,2018-3-Capital Federal,2018,3,Capital Federal,334353.0,1009252.0,35694.0,3872.0,9319.0,1392490.0
34,1994,18475,6358,5320,34,7,34373,2018-3-Catamarca,2018,3,Catamarca,27553.0,4443.0,15.0,1.0,2214.0,34226.0
70,3503,38729,24916,20335,11085,5667,105340,2018-3-Chaco,2018,3,Chaco,53927.0,42359.0,1990.0,2628.0,1129.0,102033.0
67,3951,91096,6162,531,623,164,102594,2018-3-Chubut,2018,3,Chubut,58887.0,23065.0,1239.0,13817.0,6728.0,103736.0
81,24767,224471,96372,221984,109333,39854,723352,2018-3-Córdoba,2018,3,Córdoba,337620.0,342401.0,15785.0,19213.0,10839.0,725858.0
11,6754,38364,24953,16601,8357,4419,99459,2018-3-Corrientes,2018,3,Corrientes,56444.0,41300.0,212.0,1468.0,32.0,99456.0
18,9048,96095,45651,31353,15111,6786,204062,2018-3-Entre Ríos,2018,3,Entre Ríos,103318.0,83714.0,2403.0,15093.0,80.0,204608.0
1110,3365,22624,5259,9336,1729,1434,44857,2018-3-Formosa,2018,3,Formosa,22777.0,7589.0,817.0,13625.0,57.0,44865.0
345,3020,29048,7756,4066,39,623,44897,2018-3-Jujuy,2018,3,Jujuy,33363.0,10856.0,32.0,641.0,43.0,44935.0
242,8417,68507,3153,920,1189,216,83342,2018-3-La Pampa,2018,3,La Pampa,12415.0,54574.0,8437.0,7011.0,987.0,83424.0
9,1291,40647,4138,5425,20,339,51869,2018-3-La Rioja,2018,3,La Rioja,16587.0,34984.0,13.0,253.0,35.0,51872.0
20,1525,199297,2476,4727,27,129,208201,2018-3-Mendoza,2018,3,Mendoza,151033.0,40205.0,5744.0,8195.0,1852.0,207029.0
48,5749,39617,24747,21212,14674,4547,110594,2018-3-Misiones,2018,3,Misiones,56290.0,50793.0,512.0,391.0,56.0,108042.0
1396,2244,55822,1647,23785,15218,9718,115935,2018-3-Neuquén,2018,3,Neuquén,46602.0,54129.0,998.0,12277.0,2712.0,116718.0
409,5221,75929,512,14912,8470,4332,113504,2018-3-Río Negro,2018,3,Río Negro,68590.0,33474.0,1252.0,5051.0,5125.0,113492.0
116,3721,61795,32782,25582,9224,502,133722,2018-3-Salta,2018,3,Salta,76600.0,53980.0,678.0,234.0,1391.0,132883.0
22,1326,62525,180,312,3,1,64369,2018-3-San Juan,2018,3,San Juan,54025.0,5838.0,826.0,2744.0,1048.0,64481.0
57,109,19170,52940,119,63,2,74362,2018-3-San Luis,2018,3,San Luis,11096.0,7784.0,368.0,52859.0,2314.0,74421.0
26,116,32815,778,206,1,3,33945,2018-3-Santa Cruz,2018,3,Santa Cruz,18606.0,4574.0,585.0,6238.0,3996.0,33999.0
467,36786,269211,115907,162545,62479,31266,692572,2018-3-Santa Fe,2018,3,Santa Fe,339126.0,312866.0,11749.0,16337.0,15022.0,695100.0
41,2550,60260,19116,3806,64,265,86102,2018-3-Santiago Del Estero,2018,3,Santiago Del Estero,25805.0,58789.0,23.0,1662.0,81.0,86360.0
6,187,41569,2270,231,24,13,44300,2018-3-Tierra Del Fuego,2018,3,Tierra Del Fuego,19365.0,22649.0,1502.0,1.0,2047.0,45564.0
16,5993,81559,43282,27062,941,12187,171040,2018-3-Tucumán,2018,3,Tucumán,161209.0,9280.0,110.0,252.0,315.0,171166.0
1009,81354,1459443,295457,816056,536049,199589,3502314,2018-2-Buenos Aires,2018,2,Buenos Aires,1450203.0,1807868.0,143626.0,71256.0,27746.0,3500699.0
73,9234,290291,219166,445345,264805,142253,1371167,2018-2-Capital Federal,2018,2,Capital Federal,342431.0,977916.0,35610.0,3908.0,9321.0,1369186.0
34,2414,14624,6112,4347,36,6,34073,2018-2-Catamarca,2018,2,Catamarca,27444.0,4415.0,15.0,1.0,2214.0,34089.0
70,2968,34167,24282,21887,9251,4630,98290,2018-2-Chaco,2018,2,Chaco,54134.0,40750.0,562.0,1946.0,1129.0,98521.0
67,4471,85598,5369,4,5,9,100533,2018-2-Chubut,2018,2,Chubut,58935.0,19591.0,1239.0,14070.0,6729.0,100564.0
81,21779,219630,102596,244291,78852,34950,710289,2018-2-Córdoba,2018,2,Córdoba,345141.0,327636.0,13832.0,16355.0,10109.0,713073.0
11,7047,38268,24066,17926,6780,3862,97960,2018-2-Corrientes,2018,2,Corrientes,56541.0,39715.0,201.0,1468.0,32.0,97957.0
18,8179,94459,44570,34281,12012,5920,199439,2018-2-Entre Ríos,2018,2,Entre Ríos,104811.0,80376.0,2405.0,12313.0,80.0,199985.0
1110,3568,22409,5176,9727,1313,1243,44546,2018-2-Formosa,2018,2,Formosa,23543.0,7311.0,18.0,13625.0,57.0,44554.0
345,3320,29319,8083,3977,44,7,45095,2018-2-Jujuy,2018,2,Jujuy,33571.0,10856.0,23.0,640.0,43.0,45133.0
244,8797,68083,2409,965,969,179,82344,2018-2-La Pampa,2018,2,La Pampa,12416.0,53587.0,8420.0,7011.0,987.0,82421.0
9,1384,40679,4198,5640,20,15,51945,2018-2-La Rioja,2018,2,La Rioja,16663.0,34984.0,13.0,253.0,35.0,51948.0
20,1658,164596,515,266,17,72,200932,2018-2-Mendoza,2018,2,Mendoza,152938.0,36872.0,3084.0,6206.0,1852.0,200952.0
48,6092,39489,23569,23747,11888,3866,108699,2018-2-Misiones,2018,2,Misiones,57265.0,47923.0,512.0,391.0,56.0,106147.0
1396,2408,56035,1314,26417,12442,8551,114668,2018-2-Neuquén,2018,2,Neuquén,46633.0,52855.0,998.0,12649.0,2713.0,115848.0
409,5298,75056,523,16480,6663,3725,112129,2018-2-Río Negro,2018,2,Río Negro,68667.0,32795.0,1252.0,4396.0,5125.0,112235.0
116,3990,61763,33285,28431,7239,182,135006,2018-2-Salta,2018,2,Salta,78386.0,53478.0,678.0,234.0,1391.0,134167.0
22,1378,57591,11,0,3,0,64073,2018-2-San Juan,2018,2,San Juan,54080.0,5068.0,826.0,3079.0,1048.0,64101.0
57,101,11992,11,0,7,2,21454,2018-2-San Luis,2018,2,San Luis,11104.0,7666.0,368.0,16.0,2314.0,21468.0
26,120,28600,655,100,1,3,33772,2018-2-Santa Cruz,2018,2,Santa Cruz,18615.0,4474.0,585.0,6734.0,3997.0,34405.0
744,34267,262603,112143,175540,50525,26512,684591,2018-2-Santa Fe,2018,2,Santa Fe,337934.0,304349.0,11354.0,15801.0,15114.0,684552.0
41,2717,41362,18721,3278,31,31,83770,2018-2-Santiago Del Estero,2018,2,Santiago Del Estero,26074.0,55935.0,23.0,1662.0,81.0,83775.0
6,188,40912,2217,75,0,0,43505,2018-2-Tierra Del Fuego,2018,2,Tierra Del Fuego,19372.0,22756.0,531.0,1.0,2047.0,44707.0
16,6735,79899,44968,27059,1084,8784,169850,2018-2-Tucumán,2018,2,Tucumán,160315.0,8965.0,110.0,252.0,315.0,169957.0
1514,74766,1445752,292732,886678,480237,184203,3471700,2018-1-Buenos Aires,2018,1,Buenos Aires,1452061.0,1793884.0,133928.0,64379.0,31194.0,3475446.0
89,10039,292566,222737,487826,227953,127384,1368594,2018-1-Capital Federal,2018,1,Capital Federal,349995.0,968483.0,35535.0,3164.0,9393.0,1366570.0
34,2896,14770,6145,3539,41,4,33929,2018-1-Catamarca,2018,1,Catamarca,27300.0,4415.0,15.0,1.0,2214.0,33945.0
70,3261,32516,24488,23296,8219,3897,96782,2018-1-Chaco,2018,1,Chaco,54879.0,40157.0,383.0,388.0,1130.0,96937.0
67,4314,83161,5358,4,5,9,97928,2018-1-Chubut,2018,1,Chubut,56375.0,19591.0,1194.0,14070.0,6729.0,97959.0
281,23922,222815,104300,266259,57137,29228,713991,2018-1-Córdoba,2018,1,Córdoba,349342.0,326894.0,13178.0,13237.0,11275.0,713926.0
11,5005,37152,24038,19068,5890,3256,94420,2018-1-Corrientes,2018,1,Corrientes,56937.0,35225.0,888.0,1334.0,33.0,94417.0
18,8861,90080,45599,37401,9818,5071,196848,2018-1-Entre Ríos,2018,1,Entre Ríos,106998.0,75751.0,3789.0,10776.0,80.0,197394.0
1110,3803,10092,5117,10061,1091,1046,32320,2018-1-Formosa,2018,1,Formosa,23556.0,7095.0,17.0,1603.0,57.0,32328.0
345,4807,27219,8044,3925,49,4,44393,2018-1-Jujuy,2018,1,Jujuy,33856.0,10456.0,23.0,28.0,43.0,44406.0
245,8119,67104,1616,1076,614,98,82375,2018-1-La Pampa,2018,1,La Pampa,10807.0,51389.0,8386.0,10556.0,1926.0,83064.0
9,1485,40680,4217,5831,19,1,52242,2018-1-La Rioja,2018,1,La Rioja,16960.0,34984.0,13.0,253.0,35.0,52245.0
20,1662,164599,501,266,19,72,200927,2018-1-Mendoza,2018,1,Mendoza,152931.0,36872.0,3086.0,6206.0,1852.0,200947.0
48,4700,35820,23291,26223,10241,3219,103542,2018-1-Misiones,2018,1,Misiones,56311.0,46880.0,328.0,5.0,56.0,103580.0
1396,2367,59468,1311,29012,9709,7378,116746,2018-1-Neuquén,2018,1,Neuquén,46714.0,55072.0,1000.0,12404.0,2713.0,117903.0
409,5333,74894,530,17997,4972,3129,111239,2018-1-Río Negro,2018,1,Río Negro,68769.0,31712.0,1251.0,4259.0,5128.0,111119.0
116,4459,60334,33088,30771,5145,88,134001,2018-1-Salta,2018,1,Salta,79936.0,51534.0,118.0,204.0,1391.0,133183.0
22,1058,57078,11,0,3,0,63240,2018-1-San Juan,2018,1,San Juan,54080.0,5068.0,826.0,2246.0,1048.0,63268.0
57,101,11920,11,0,7,2,21382,2018-1-San Luis,2018,1,San Luis,11104.0,7594.0,368.0,16.0,2314.0,21396.0
26,120,28600,655,100,1,3,33772,2018-1-Santa Cruz,2018,1,Santa Cruz,18615.0,4474.0,1799.0,6734.0,2783.0,34405.0
1359,33639,262008,108576,188900,39589,22801,680053,2018-1-Santa Fe,2018,1,Santa Fe,341997.0,300421.0,10674.0,11636.0,15298.0,680026.0
41,2910,41298,18914,3449,33,2,84236,2018-1-Santiago Del Estero,2018,1,Santiago Del Estero,26788.0,54594.0,23.0,1432.0,81.0,82918.0
6,307,33987,2,0,0,0,34409,2018-1-Tierra Del Fuego,2018,1,Tierra Del Fuego,19372.0,9663.0,531.0,1.0,2047.0,31614.0
16,7472,78811,45675,26405,1218,7082,167984,2018-1-Tucumán,2018,1,Tucumán,158611.0,8921.0,107.0,368.0,50.0,168057.0
3865,55046,1551194,264645,712513,335140,151747,3188332,2017-4-Buenos Aires,2017,4,Buenos Aires,1241172.0,1718013.0,131181.0,60082.0,31448.0,3181896.0
314,31411,517018,284040,458120,178396,114939,1584238,2017-4-Capital Federal,2017,4,Capital Federal,571363.0,961688.0,36277.0,3119.0,9877.0,1582324.0
34,3182,15315,5904,2927,43,2,29558,2017-4-Catamarca,2017,4,Catamarca,27083.0,263.0,11.0,1.0,2200.0,29558.0
70,3432,37144,24088,20123,7290,3289,96471,2017-4-Chaco,2017,4,Chaco,55035.0,39690.0,389.0,380.0,1121.0,96615.0
67,4313,83676,5355,7,5,9,93432,2017-4-Chubut,2017,4,Chubut,56378.0,15097.0,1187.0,14070.0,6708.0,93440.0
291,25411,280837,102892,217602,40898,24251,700611,2017-4-Córdoba,2017,4,Córdoba,349710.0,324709.0,12778.0,12043.0,10739.0,709979.0
11,5220,41080,23686,16046,5053,2675,93771,2017-4-Corrientes,2017,4,Corrientes,56786.0,34722.0,894.0,1334.0,35.0,93771.0
1685,9078,95466,45189,30010,7958,4113,193499,2017-4-Entre Ríos,2017,4,Entre Ríos,107764.0,73692.0,1894.0,10267.0,86.0,193703.0
1110,4061,13220,4867,6996,977,824,32055,2017-4-Formosa,2017,4,Formosa,23410.0,6973.0,19.0,1603.0,51.0,32056.0
345,5364,26566,7721,3507,44,3,43550,2017-4-Jujuy,2017,4,Jujuy,33844.0,9626.0,20.0,28.0,34.0,43552.0
310,8729,66053,1227,792,391,81,81086,2017-4-La Pampa,2017,4,La Pampa,10808.0,50495.0,8272.0,10569.0,1927.0,82071.0
9,1488,40777,4083,5813,22,3,52195,2017-4-La Rioja,2017,4,La Rioja,16912.0,34984.0,14.0,253.0,31.0,52194.0
26,1656,177646,438,278,29,81,180154,2017-4-Mendoza,2017,4,Mendoza,152896.0,16114.0,3015.0,6206.0,1920.0,180151.0
1053,3900,41723,23131,22262,9091,2735,103895,2017-4-Misiones,2017,4,Misiones,56271.0,47470.0,95.0,5.0,54.0,103895.0
1396,2372,68036,1325,22781,7528,6300,115843,2017-4-Neuquén,2017,4,Neuquén,46739.0,54119.0,1017.0,12404.0,2692.0,116971.0
409,5598,81078,485,12502,3447,2440,109678,2017-4-Río Negro,2017,4,Río Negro,68690.0,30451.0,1250.0,4259.0,5114.0,109764.0
636,4275,73284,32842,18968,3559,84,133648,2017-4-Salta,2017,4,Salta,80705.0,50446.0,127.0,158.0,1376.0,132812.0
22,1062,57525,9,0,2,2,58622,2017-4-San Juan,2017,4,San Juan,54079.0,451.0,812.0,2246.0,1036.0,58624.0
59,101,12822,8,0,1,7,14900,2017-4-San Luis,2017,4,San Luis,11104.0,1119.0,335.0,17.0,2329.0,14904.0
68,78,29073,655,100,1,3,29978,2017-4-Santa Cruz,2017,4,Santa Cruz,18614.0,1668.0,582.0,4638.0,3950.0,29452.0
3109,34132,309998,108939,151329,30736,19602,671964,2017-4-Santa Fe,2017,4,Santa Fe,341680.0,293831.0,10602.0,10965.0,15382.0,672460.0
41,3091,43544,18773,3359,32,2,68842,2017-4-Santiago Del Estero,2017,4,Santiago Del Estero,27313.0,40407.0,19.0,1025.0,80.0,68844.0
6,310,31334,2,0,0,0,31652,2017-4-Tierra Del Fuego,2017,4,Tierra Del Fuego,19372.0,6906.0,530.0,1.0,2045.0,28854.0
105,8164,78750,45241,24318,1303,4367,162248,2017-4-Tucumán,2017,4,Tucumán,156583.0,5223.0,105.0,102.0,319.0,162332.0
6577,51411,1733479,311652,676137,140812,108400,3028468,2017-3-Buenos Aires,2017,3,Buenos Aires,1288025.0,1571180.0,124920.0,35058.0,38777.0,3057960.0
283,33924,590689,311411,426300,120675,91917,1575199,2017-3-Capital Federal,2017,3,Capital Federal,583249.0,941092.0,33481.0,2814.0,9723.0,1570359.0
52,3204,15383,5758,2563,50,1,27011,2017-3-Catamarca,2017,3,Catamarca,26873.0,4411.0,12.0,1.0,2181.0,33478.0
95,3496,40059,23008,20307,3827,2004,92796,2017-3-Chaco,2017,3,Chaco,54888.0,37307.0,456.0,36.0,1072.0,93759.0
436,3989,71843,2336,3,0,0,78607,2017-3-Chubut,2017,3,Chubut,56359.0,5645.0,1217.0,13503.0,6820.0,83544.0
327,26154,309161,100113,189302,38131,16741,679929,2017-3-Córdoba,2017,3,Córdoba,344580.0,319360.0,10579.0,7137.0,14988.0,696644.0
24,5629,44305,22785,15576,2635,1607,92561,2017-3-Corrientes,2017,3,Corrientes,56247.0,33993.0,947.0,1334.0,27.0,92548.0
1691,7545,98032,42947,29011,3878,2397,185501,2017-3-Entre Ríos,2017,3,Entre Ríos,107774.0,69596.0,1786.0,6245.0,63.0,185464.0
1063,3716,13752,5187,6056,899,459,31132,2017-3-Formosa,2017,3,Formosa,22647.0,6816.0,428.0,2202.0,12.0,32105.0
337,5723,26835,7369,2962,41,2,43269,2017-3-Jujuy,2017,3,Jujuy,33796.0,9395.0,20.0,23.0,8.0,43242.0
343,8244,64794,855,588,327,51,75202,2017-3-La Pampa,2017,3,La Pampa,11378.0,49679.0,5153.0,11536.0,1944.0,79690.0
16,1497,40882,3899,5604,23,3,51924,2017-3-La Rioja,2017,3,La Rioja,16638.0,34984.0,14.0,252.0,25.0,51913.0
32,95,158461,115,67,29,19,158818,2017-3-Mendoza,2017,3,Mendoza,154036.0,33788.0,2772.0,29.0,1866.0,192491.0
1058,4123,42900,22808,23913,3843,1881,100526,2017-3-Misiones,2017,3,Misiones,56472.0,43880.0,110.0,5.0,9.0,100476.0
2036,1457,72532,1034,20213,7067,4937,109276,2017-3-Neuquén,2017,3,Neuquén,48001.0,52468.0,1044.0,11576.0,2695.0,115784.0
422,5641,83900,306,10116,2965,1659,105009,2017-3-Río Negro,2017,3,Río Negro,69301.0,30018.0,1106.0,3054.0,4017.0,107496.0
645,4494,78830,32433,14620,2315,63,133400,2017-3-Salta,2017,3,Salta,80782.0,50284.0,127.0,158.0,1167.0,132518.0
31,1077,57582,1,0,2,2,58695,2017-3-San Juan,2017,3,San Juan,54499.0,5068.0,816.0,1053.0,1013.0,62449.0
